userid,id
63225,15510454
17389,15510460
84704,15510463
40342,15510465
6330,15510515
86191,15510531
18907,15510535
10192,15510557
8426,15510582
3461,15510591
21176,15510595
97767,15510614
29290,15510634
68287,15510647
23897,15510653
34537,15510724
38206,15510730
9406,15510741
34537,15510749
10947,15510761
119114,15510775
106224,15510777
24109,15510782
23897,15510794
24109,15510795
30433,15510797
30433,15510810
9406,15510827
65548,15510830
1414,15510842
1414,15510867
135779,15510873
24396,15510875
79125,15510877
91612,15510881
5380,15510893
2199,15510917
116908,15510924
11926,15510926
582,15510927
105672,15510934
1414,15510941
57611,15510951
17389,15510961
6509,15510964
108893,15510999
22437,15511003
78110,15511023
69993,15511026
69993,15511029
100020,15511031
105672,15511049
65548,15511055
17300,15511067
85950,15511078
123632,15511080
10468,15511099
100020,15511122
107744,15511124
10192,15511125
104790,15511127
124259,15511135
33732,15511139
9406,15511152
115145,15511179
104790,15511210
128397,15511214
78845,15511217
10192,15511223
95265,15511232
2029,15511236
582,15511237
106224,15511241
8047,15511246
106224,15511249
108493,15511260
8047,15511274
128397,15511281
8123,15511313
8123,15511314
8047,15511316
95265,15511335
116614,15511347
104790,15511362
69083,15511383
93966,15511416
116472,15511419
12943,15511430
102845,15511446
10192,15511447
115145,15511459
131320,15511477
91612,15511480
116614,15511508
21000,15511509
106431,15511513
8355,15511514
126603,15511516
10192,15511530
504,15500506
12579,15500515
194,15500538
55859,15500541
29407,15500542
138772,15500549
29544,15500551
30433,15500554
79125,15500563
92713,15500598
12579,15500608
45916,15500609
194,15500626
138772,15500641
29407,15500646
2833,15500657
194,15500658
9034,15500669
13855,15500676
77090,15500680
21679,15500681
38206,15500682
18895,15500685
88839,15500697
107744,15500706
16511,15500714
29407,15500721
49775,15500736
105929,15500747
13302,15500752
80111,15500753
29407,15500755
110426,15500773
134967,15500781
29407,15500816
12048,15500827
118068,15500830
120504,15500831
19679,15500834
115845,15500838
49775,15500857
30433,15500858
97160,15500863
29407,15500869
75386,15500871
7453,15500900
15168,15500910
15168,15500933
110426,15500943
134830,15500950
139010,15500963
104223,15500964
88839,15500966
67606,15500980
17516,15500983
67982,15500991
17516,15500997
139010,15501013
7432,15501015
38206,15501030
69178,15501043
138772,15501068
73070,15501098
138772,15501107
101258,15501109
110426,15501112
14343,15501127
39430,15501134
69178,15501150
29407,15501159
109937,15501160
33624,15501161
108495,15501171
107744,15501172
6509,15501190
2577,15501194
15168,15501198
19068,15501212
97149,15501214
74291,15501215
3879,15501227
19679,15501228
95033,15501234
3978,15501235
69178,15501237
132528,15501249
33006,15501250
19068,15501258
107744,15501264
126483,15501276
138772,15501311
32967,15501317
51428,15501327
84131,15501334
97160,15501338
46642,15501373
69178,15501374
108495,15501380
118068,15501398
69178,15501403
84131,15501417
16642,15501436
19068,15501441
33006,15501444
6309,15501462
12597,15501472
22724,15501474
13744,15501482
97160,15501486
5987,15501487
46942,15501503
69178,15501520
118068,15501529
102302,15501561
95705,15501576
110426,15501584
82219,15501585
69178,15501590
104891,15501597
7734,15501613
97149,15501614
1441,15501623
3312,15501639
76674,15501647
57477,15501651
91299,15501658
12579,15501660
63309,15501667
18706,15501671
97160,15501683
8152,15501697
80662,15501712
40521,15501724
41747,15501756
61505,15501769
126483,15501782
3340,15501811
124038,15501814
12937,15501815
22509,15501822
119895,15501873
2982,15501874
110426,15501887
22927,15501896
12579,15501901
39715,15501912
40521,15501918
107744,15501946
61109,15501956
52249,15501995
127495,15501996
32632,15501998
117700,15502010
3312,15502017
18771,15502018
106302,15502034
1278,15502037
110426,15502043
63264,15502055
29407,15502069
110426,15502076
22364,15502088
23528,15502092
110426,15502107
19750,15502108
9034,15502122
29407,15502136
48782,15502148
90741,15502174
9475,15502177
39430,15502201
29407,15502210
69178,15502214
82526,15502223
107744,15502230
26833,15502238
118447,15502265
1348,15502276
68571,15502286
65542,15502304
62623,15502308
85950,15502311
131433,15502335
48003,15515453
510,15515465
88896,15515466
57611,15515470
893,15515473
118592,15515478
893,15515480
82294,15515483
21062,15515512
44523,15515513
134861,15515522
29407,15515523
53114,15515525
893,15515526
88896,15515531
21062,15515532
126483,15515551
134861,15515554
88896,15515586
24108,15515587
129089,15515589
18627,15515608
97485,15515622
119114,15515630
97485,15515631
88896,15515636
74384,15515650
23354,15515661
88896,15515681
135458,15515682
82294,15515714
134861,15515716
17469,15515736
13302,15515751
13302,15515752
13302,15515756
13302,15515760
29407,15515769
61974,15515804
22656,15515805
106224,15515817
13302,15515819
57695,15515828
13302,15515830
13302,15515851
134633,15515853
23354,15515857
133309,15515858
95696,15515869
95696,15515894
106224,15515898
13302,15515912
11432,15515921
13302,15515939
41596,15515940
23354,15515946
116639,15515950
13302,15515959
116639,15515980
14065,15515984
89766,15515995
6309,15515998
22656,15516007
11432,15516015
86989,15516017
21062,15516038
14065,15516043
89766,15516051
73070,15516082
7231,15516085
68304,15516092
89766,15516111
14065,15516131
80901,15516135
14065,15516147
15639,15516178
2548,15516183
6309,15516200
10320,15516206
13302,15516227
89941,15516237
80911,15516243
103264,15516248
13302,15516257
88656,15516286
119114,15516291
15526,15516295
67381,15516297
15541,15516303
119114,15516304
119114,15516306
1583,15516308
1583,15516318
103264,15516322
34707,15516324
62076,15516344
119114,15516351
14065,15516371
119114,15516378
1583,15516383
29407,15516389
476,15516391
22656,15516415
14065,15516437
80901,15516441
29407,15516446
102133,15516455
104891,15516464
83809,15516473
29407,15516488
6962,15516501
29407,15516514
105929,15516521
54506,15516548
112968,15516554
29407,15516570
109774,15516575
29407,15516585
54506,15516590
14065,15516593
31161,15516594
68304,15516615
6962,15516626
41071,15516655
893,15516665
15472,15516675
34855,15516684
119114,15516715
31615,15516720
1583,15516735
112968,15516746
6111,15516750
11432,15516752
89766,15516755
81424,15516775
69178,15516787
64312,15516794
13302,15516798
54017,15516806
81424,15516820
23354,15516836
80901,15516885
1583,15516891
64174,15516894
64174,15516898
1583,15516905
2988,15516908
64174,15516911
1583,15516917
97485,15516935
61974,15516938
61974,15516960
1583,15516966
100110,15516969
61974,15516976
1583,15516980
67392,15516992
12579,15502356
26428,15502378
68571,15502400
5620,15502406
63264,15502408
57611,15502419
11343,15502421
122683,15502425
12579,15502454
107744,15502455
5620,15502459
18771,15502462
85950,15502471
26980,15502472
36565,15502473
112968,15502481
85785,15502492
10897,15502519
3696,15502524
46642,15502525
2548,15502534
36565,15502539
63264,15502559
57611,15502575
131892,15502587
77912,15502597
113213,15502599
73901,15502603
5987,15502604
138772,15502634
2548,15502648
104200,15502659
58082,15502665
29005,15502669
2291,15502671
36565,15502673
22656,15502707
36565,15502708
107744,15502711
119895,15502733
3603,15502736
73137,15502747
29407,15502754
50776,15502757
85385,15502774
139746,15502781
19068,15502807
115845,15502815
19068,15502826
119527,15502835
18706,15502839
21908,15502840
78093,15502842
46642,15502846
8351,15502851
2291,15502860
16363,15502861
19068,15502875
107744,15502879
5620,15502900
19068,15502912
16853,15502918
1968,15502920
127550,15502933
10897,15502941
21925,15502959
69178,15502961
45531,15502975
40307,15502983
5987,15502992
20335,15503007
107744,15503013
17034,15503024
19068,15503030
115845,15503054
22656,15503056
13956,15503064
127891,15503071
139010,15503075
36565,15503083
30433,15503084
69178,15503096
115145,15503112
46642,15503123
9453,15503133
115145,15503139
68969,15503153
36305,15503154
13687,15503155
14253,15503163
46642,15503175
10192,15503203
18852,15503226
23786,15503234
36305,15503242
69178,15503255
69178,15503276
22656,15503279
5620,15503282
82208,15503296
120753,15503297
18771,15503300
5620,15503315
22437,15503326
13956,15503334
135786,15503340
5620,15503354
10245,15503361
119527,15503386
88230,15503390
119527,15503428
118068,15503465
128421,15503478
18771,15503499
82208,15503539
43012,15503558
30946,15503567
124593,15503580
19410,15503591
36565,15503605
431,15503645
36305,15503647
141304,15503654
36565,15503658
5620,15503668
5620,15503685
419,15503688
141172,15503694
2044,15503697
2044,15503707
5987,15503726
9555,15503788
77617,15503792
77567,15503796
21925,15503816
25844,15503830
13302,15503833
14253,15503865
119527,15503871
25507,15503875
119527,15503892
419,15503901
7116,15503904
5987,15503914
17034,15503916
139010,15503918
18771,15503919
22656,15503934
26980,15503936
5620,15503937
48082,15503946
10659,15503947
119527,15503949
20335,15503955
19679,15503958
104109,15503962
119527,15503968
17034,15503981
1339,15503983
13302,15503991
58843,15504000
34903,15504003
67381,15504018
76337,15504036
6309,15504056
22656,15504060
98970,15504071
9034,15504080
5620,15504089
36565,15504093
76337,15504125
136829,15504136
9432,15504142
4279,15504153
65886,15504162
121016,15504183
118096,15504203
131929,15517377
1583,15517388
1583,15517409
9833,15517419
3225,15517421
1583,15517432
9833,15517446
89766,15517454
109102,15517459
14343,15517487
4727,15517491
1583,15517521
104790,15517530
104790,15517546
15371,15517556
46690,15517559
1583,15517576
15371,15517599
1968,15517601
46690,15517606
60761,15517642
1583,15517644
1968,15517646
1968,15517690
22656,15517716
128347,15517719
1583,15517722
46690,15517729
43796,15517733
105019,15517734
46690,15517743
43796,15517744
30225,15517765
125085,15517769
54606,15517775
46690,15517783
30225,15517801
64174,15517853
64174,15517896
121993,15517899
19594,15517915
73070,15517998
109687,15518008
115145,15518010
19594,15518042
53069,15518043
109687,15518053
53069,15518054
53069,15518068
17034,15518079
109687,15518090
105019,15518119
127863,15518123
1338,15518137
49925,15518140
17034,15518157
17034,15518197
93922,15518210
41543,15518211
21640,15518216
22656,15518222
22656,15518230
112079,15518234
65990,15518247
22656,15518250
68727,15518259
41543,15518267
127863,15518288
22656,15518301
13302,15518332
56145,15518370
105672,15518413
61539,15518422
43796,15518444
73070,15518486
37213,15518488
105672,15518494
74118,15518522
47012,15518547
62024,15518553
5620,15518559
53069,15518577
48791,15518578
113938,15518598
19594,15518608
5620,15518633
83490,15518648
86643,15518656
83490,15518672
19594,15518687
67381,15518702
83490,15518704
82548,15518719
138601,15518728
82548,15518731
40521,15518737
106224,15518738
115145,15518748
43796,15518766
106224,15518777
55254,15518783
82548,15518801
138601,15518822
139985,15518844
16361,15518848
41071,15518860
22118,15518874
22656,15518881
22656,15518930
4454,15518931
419,15518972
61974,15518980
2701,15518983
122718,15519001
83805,15519020
100283,15519021
9822,15519031
91282,15519044
93647,15519050
105672,15519055
124257,15519069
100283,15519077
142746,15519089
4279,15519099
41071,15519103
102388,15519120
103154,15519123
33732,15519125
104891,15519127
5620,15519137
5620,15519142
419,15519143
28190,15519145
139985,15519158
6111,15519159
3501,15519177
17772,15519178
142746,15519189
46690,15519194
50552,15519216
113938,15519221
3501,15519241
70945,15519245
7748,15519255
112079,15519258
142746,15519266
21640,15519268
100478,15519277
139010,15519279
139010,15519291
2700,15519303
46942,15519313
67392,15519315
89766,15519322
4454,15519325
41071,15519326
87197,15519331
67392,15519335
23354,15519339
141200,15519341
112955,15519343
141200,15519353
65990,15519370
65990,15492958
29407,15492968
13302,15492995
893,15493011
57695,15493019
19068,15493022
94278,15493028
94278,15493041
18747,15493044
69178,15493045
45261,15493051
88896,15493057
65990,15493059
92760,15493064
122718,15493082
92760,15493111
122718,15493127
29407,15493149
44562,15493151
46690,15493157
46690,15493180
128384,15493186
101152,15493211
19746,15493212
122238,15493221
101152,15493230
29407,15493239
122718,15493245
19746,15493275
46690,15493282
61974,15493288
105451,15493302
38483,15493309
142637,15493331
20048,15493347
123632,15493353
50890,15493363
11480,15493366
115145,15493373
19068,15493405
23567,15493438
20984,15493458
142637,15493460
125816,15493468
7585,15493473
109937,15493485
29544,15493494
15088,15493502
80906,15493508
29407,15493512
51209,15493536
7507,15493554
19068,15493564
29407,15493570
142637,15493572
23354,15493591
128240,15493592
476,15493600
29407,15493603
20984,15493610
125816,15493622
6632,15493626
80906,15493647
100020,15493673
125816,15493703
20984,15493711
51428,15493723
1968,15493743
57695,15493745
9833,15493746
120497,15493752
29407,15493760
57695,15493768
133802,15493776
94278,15493777
46395,15493799
19068,15493833
142162,15493853
24762,15493859
73070,15493878
122005,15493899
49945,15493906
113962,15493913
17034,15493925
19068,15493932
19068,15493971
125816,15493988
112968,15493993
7585,15494001
61178,15494002
20984,15494010
108493,15494028
94278,15494031
115145,15494032
29407,15494061
75110,15494098
9833,15494109
123671,15494117
19068,15494146
20984,15494204
135566,15494285
19563,15494287
29353,15494293
117242,15494296
9833,15494301
85134,15494308
138882,15494313
11480,15494338
20862,15494349
5427,15494351
17034,15494369
125816,15494379
132438,15494389
46450,15494422
17516,15494432
17541,15494433
98422,15494434
6632,15494437
115145,15494440
61974,15494446
127863,15494451
14860,15494467
22656,15494469
77476,15494473
59527,15494479
16511,15494519
10527,15494540
69178,15494567
19068,15494588
19068,15494609
19068,15494621
93647,15494642
19068,15494659
124493,15494664
109374,15494686
61974,15494718
41619,15494733
14690,15494738
19068,15494751
44522,15494762
37213,15494780
69178,15494794
73070,15494804
142434,15494805
33796,15507893
16668,15507899
110426,15507900
93311,15507909
14357,15507922
104250,15507923
76337,15507956
23354,15507960
107510,15507972
140750,15507985
93311,15507993
44853,15507995
16668,15507999
89766,15508002
25450,15508003
107510,15508008
76337,15508010
140750,15508023
3737,15508025
107510,15508030
13855,15508032
33732,15508050
25450,15508056
23354,15508057
139010,15508067
76337,15508070
122139,15508073
99259,15508076
142446,15508083
76337,15508087
44089,15508095
44853,15508097
33732,15508106
40521,15508136
50776,15508189
16668,15508212
135786,15508248
135786,15508252
76337,15508271
50776,15508279
17300,15508288
118068,15508295
36565,15508304
118068,15508308
135786,15508328
17300,15508401
82548,15508404
81053,15508421
3782,15508437
9453,15508450
34397,15508474
82548,15508487
36565,15508491
50776,15508524
8384,15508529
104790,15508555
8384,15508563
123213,15508567
66945,15508589
582,15508602
6932,15508620
100754,15508631
5987,15508641
38206,15508656
113858,15508666
118068,15508669
38206,15508678
118068,15508707
582,15508767
140126,15508800
105264,15508819
38206,15508882
8384,15508899
22927,15508911
8384,15508912
128967,15508919
8384,15508939
128967,15508962
116908,15508969
21926,15508970
55948,15509019
125816,15509020
8384,15509022
5987,15509037
116908,15509061
22931,15509065
26226,15509066
55948,15509072
3312,15509077
44729,15509085
5694,15509094
729,15509099
131441,15509101
8384,15509103
3340,15509113
141172,15509119
69178,15509125
582,15509127
87189,15509130
8384,15509131
113938,15509138
76337,15509139
87189,15509148
60761,15509151
115102,15509154
53013,15509160
87189,15509162
33732,15509173
87189,15509177
100731,15509182
87189,15509187
8384,15509194
141172,15509199
54200,15509201
14591,15509210
69178,15509216
108913,15509219
4437,15509222
116908,15509235
68287,15509238
125981,15509243
87189,15509246
53897,15509247
19679,15509255
53013,15509264
36429,15509281
5921,15509296
17744,15509308
67566,15509314
105264,15509318
36429,15509320
11635,15509358
113938,15509362
16668,15509371
12711,15509373
14343,15509374
53013,15509377
41747,15509393
105861,15509414
36866,15509440
4668,15509464
582,15509466
19679,15509469
104223,15509495
91282,15509498
113938,15509501
21501,15509529
45375,15509542
17744,15509548
2363,15509550
107744,15509564
53013,15509583
113938,15509587
44732,15509594
107744,15509599
12711,15509600
32775,15509602
17123,15509618
3312,15509620
5921,15509631
116614,15509635
5921,15509641
116614,15509661
1228,15509667
75386,15509671
17123,15509689
104223,15509694
107744,15509704
30889,15509719
3333,15509721
65863,15509724
26980,15509729
116614,15509741
87189,15509764
107744,15509769
19594,15523101
93961,15523110
79125,15523112
86989,15523135
17034,15523136
5620,15523144
1228,15523151
5620,15523155
27107,15523166
1053,15523182
12166,15523192
1053,15523193
5620,15523214
131875,15523215
1053,15523217
57611,15523221
112968,15523226
110933,15523230
57611,15523252
63743,15523263
131875,15523273
83809,15496765
117242,15496781
111786,15496788
57695,15496791
46675,15496802
17034,15496811
116614,15496817
18706,15496821
93652,15496833
13302,15496839
3333,15496863
116614,15496869
2591,15496893
50776,15496897
68231,15496911
115145,15496926
116846,15496934
17034,15496947
113632,15496957
50468,15496966
34397,15496985
100297,15497011
29407,15497030
26483,15497031
3501,15497056
116614,15497078
39068,15497084
94278,15497095
83809,15497103
476,15497105
4834,15497108
67615,15497110
106435,15497118
105264,15497121
34537,15497123
62255,15497124
18706,15497131
9833,15497142
20580,15497156
113632,15497177
50552,15497185
82586,15497219
1968,15497228
971,15497239
84237,15497241
79379,15497254
17034,15497271
47984,15497281
29407,15497291
138772,15497297
94278,15497314
62255,15497337
17469,15497365
117700,15497366
113632,15497377
3333,15497379
17469,15497399
135786,15497434
130652,15497435
135786,15497438
17034,15497490
93311,15497507
82586,15497549
4830,15497550
12870,15497552
50776,15497561
52025,15497567
134967,15497579
77335,15497603
137350,15497620
115098,15497632
63825,15497633
38124,15497636
50957,15497651
50957,15497681
85661,15497718
77335,15497723
32771,15497726
14606,15497740
82586,15497755
15639,15497768
115098,15497771
11480,15497783
5987,15497789
97337,15497817
17034,15497826
9073,15497827
56315,15497833
104250,15497838
62353,15497852
42109,15497854
60761,15497855
115145,15497875
419,15497925
15410,15497932
93647,15497946
139985,15497957
12579,15497990
36305,15498003
82586,15498011
51209,15498025
9034,15498030
77335,15498040
45139,15498042
87698,15498050
2548,15498059
62623,15498065
135786,15498069
6309,15498071
22656,15498073
9034,15498081
8427,15498083
4192,15498088
125816,15498089
135683,15498099
122093,15498108
4192,15498124
138772,15498126
41655,15498138
11649,15498155
17279,15498164
63411,15498192
1972,15498193
102388,15498199
86643,15498210
17516,15498219
91612,15498227
93311,15498240
49293,15498245
138772,15498266
115193,15498291
86421,15498299
124119,15498305
3445,15498307
93647,15498327
124119,15498349
86643,15498352
111313,15498359
115145,15498367
1135,15498373
103167,15498375
128245,15498376
41655,15498399
12579,15498425
34397,15498446
103167,15498455
12579,15498457
93311,15498464
1135,15498471
128245,15498489
138383,15498506
41655,15498579
138772,15498584
7888,15498590
8331,15511579
93961,15511583
134730,15511603
49573,15511622
125816,15511641
93343,15511644
115145,15511685
582,15511698
26980,15511705
43906,15511709
91612,15511722
15168,15511729
128940,15511763
21981,15511793
69178,15511799
90801,15511805
136445,15511808
38065,15511812
122441,15511822
45582,15511826
21981,15511856
22364,15511859
57611,15511864
38065,15511923
85950,15511934
5291,15511937
124704,15511962
118228,15511970
124704,15511986
85950,15511994
90801,15512005
5620,15512009
125816,15512010
105672,15512011
62076,15512016
123451,15512035
21981,15512037
18243,15512040
21981,15512043
21981,15512096
85950,15512103
65990,15512127
23897,15512133
21981,15512153
21981,15512161
16800,15512162
123632,15512190
29639,15512191
23897,15512195
119114,15512230
93311,15512237
14113,15512246
12711,15512255
20713,15512263
73003,15512283
20713,15512285
5620,15512318
46871,15512319
20713,15512325
36565,15512344
130204,15512345
65863,15512351
9251,15512356
21981,15512358
22835,15512374
90801,15512405
582,15512406
104109,15512433
90527,15512442
128397,15512455
19679,15512468
24396,15512480
97337,15512491
62576,15512503
46450,15512512
7740,15512516
90527,15512522
124259,15512525
65863,15512527
90801,15512542
46450,15512574
68909,15512602
84955,15512605
15541,15512643
77067,15512646
10527,15512675
3153,15512721
34707,15512734
139985,15512740
10809,15512762
124259,15512773
126769,15512776
46871,15512787
18658,15512803
10661,15512804
18658,15512805
127257,15512806
65863,15512847
9314,15512870
8946,15512871
40521,15512874
114029,15512890
2486,15512926
90909,15512945
108207,15512973
79125,15513003
19679,15513008
79125,15513010
4161,15513030
135152,15513081
20938,15513082
131021,15513083
35434,15513099
135152,15513101
75033,15513117
8355,15513129
8078,15513162
124259,15513184
42610,15513258
2486,15513287
110426,15513309
109102,15513358
43534,15513371
7925,15513379
43534,15513383
36305,15526595
46690,15526597
14955,15526598
9360,15526602
48402,15526616
125085,15526643
14934,15526654
77567,15526659
139010,15526681
62576,15526693
103167,15526695
20713,15526712
139010,15526753
20713,15526758
134360,15526773
15168,15526784
36305,15526785
117095,15526791
4668,15526792
50102,15526796
50102,15526818
1344,15526822
118091,15526828
9475,15526830
62576,15526837
3041,15526879
36305,15526885
10947,15526901
11569,15526916
7894,15526945
14316,15526947
14316,15526951
11569,15526955
36687,15526973
23649,15526977
140719,15526985
11569,15526999
93961,15527001
88932,15527003
93961,15527006
11569,15527007
17017,15527035
3333,15527054
122904,15527055
141172,15527067
36305,15527093
4279,15527098
139667,15527100
109686,15527113
36305,15527129
87206,15527132
11569,15527137
76486,15527151
103167,15527158
79802,15527160
11569,15527171
36305,15527175
132528,15527209
100912,15527216
33258,15527218
68693,15527230
26226,15498612
39092,15498633
15416,15498635
12579,15498637
77335,15498684
101258,15498689
93647,15498706
8427,15498713
48782,15498728
16542,15498746
100297,15498747
15416,15498749
47086,15498752
128245,15498803
139499,15498808
15416,15498817
8427,15498824
2548,15498847
3043,15498874
3043,15498888
139499,15498897
4727,15498905
8427,15498921
25234,15498938
103167,15498957
78101,15498965
3333,15498971
13913,15498989
100297,15499004
71410,15499009
138772,15499019
139499,15499022
44732,15499033
124119,15499042
78101,15499046
19068,15499050
8427,15499060
57695,15499063
13302,15499065
23528,15499071
41065,15499107
96823,15499112
2548,15499136
53007,15499145
23528,15499159
48782,15499192
26226,15499206
115503,15499207
13913,15499229
12579,15499279
76674,15499310
12579,15499314
113329,15499349
50552,15499352
69178,15499354
139499,15499361
50552,15499372
103636,15499386
21925,15499395
100297,15499403
118846,15499426
40521,15499434
15541,15499440
77335,15499454
131068,15499457
84237,15499468
37482,15499473
139694,15499479
2548,15499480
22656,15499500
108493,15499509
93647,15499515
138772,15499517
91299,15499563
20335,15499578
77335,15499593
112079,15499599
82219,15499613
5577,15499630
36305,15499636
34397,15499637
40521,15499638
5577,15499644
55053,15499656
2486,15499693
67606,15499695
22656,15499711
18284,15499730
129565,15499733
110707,15499735
139694,15499741
5577,15499759
44089,15499763
15710,15499768
2486,15499783
49219,15499813
76263,15499837
73226,15499839
12579,15499842
5577,15499851
94278,15499854
50552,15499866
5577,15499885
50552,15499893
88839,15499897
33213,15499898
9475,15499906
99834,15499916
5577,15499918
135566,15499921
116472,15499923
5577,15499934
41956,15499952
7453,15499964
128245,15499980
41956,15499987
5620,15499990
82219,15500018
77335,15500022
3830,15500029
8427,15500031
73226,15500041
7918,15500044
30433,15500062
95195,15500063
107744,15500064
39715,15500111
115845,15500113
16548,15500116
95195,15500118
44309,15500124
102703,15500134
64475,15500135
26074,15500140
115845,15500160
11432,15500171
31025,15500177
91299,15500186
104891,15500232
70104,15500241
21679,15500253
73226,15500258
69178,15500267
67615,15500269
67392,15500270
34397,15500283
45916,15500287
104223,15500323
134967,15500357
15541,15500358
69178,15500365
88158,15500376
24950,15500394
24950,15500412
99923,15500424
106224,15500425
40645,15500428
43012,15500430
12579,15500435
38206,15500438
67982,15500471
138772,15500472
12579,15500478
30225,15513418
62576,15513424
85950,15513454
16007,15513461
30225,15513468
110426,15513485
30038,15513515
11569,15513520
61539,15513536
85950,15513538
103264,15513541
11569,15513549
33708,15513555
101005,15513558
54082,15513562
110426,15513576
85950,15513579
5861,15513606
17034,15513613
125816,15513636
17034,15513658
80353,15513668
80353,15513674
42971,15513678
110426,15513691
62653,15513697
79497,15513714
62653,15513719
11569,15513720
68105,15513734
68105,15513740
44256,15513748
62653,15513753
88896,15513754
82320,15513769
88896,15513788
110426,15513791
36565,15513802
61605,15513806
109937,15513811
85950,15513872
61164,15513921
85950,15513932
109618,15513937
65863,15513973
95265,15513985
101005,15514001
110426,15514006
54777,15514008
95265,15514018
118068,15514032
11569,15514042
118068,15514047
20713,15514072
9314,15514088
110426,15514100
1338,15514104
103302,15514120
62576,15514147
56524,15514149
119527,15514153
81053,15514188
142822,15514204
66945,15514224
119527,15514226
119527,15514233
110426,15514237
2972,15514240
1405,15514248
1405,15514258
119527,15514261
11683,15514266
139985,15514271
62576,15514278
40521,15514291
119527,15514294
62576,15514304
11569,15514306
142822,15514315
1405,15514320
893,15514340
1405,15514341
119527,15514360
81053,15514372
81053,15514377
119527,15514384
1405,15514393
56524,15514395
56524,15514410
119527,15514423
104458,15514445
119527,15514455
55944,15514469
48523,15514473
11569,15514491
115722,15514508
119527,15514518
126859,15514543
20713,15514554
90909,15514557
4279,15514570
5697,15514619
6236,15514633
14860,15514643
29407,15514667
84631,15514671
110426,15514676
126859,15514691
121097,15514701
44322,15514704
23354,15514722
119527,15514724
23354,15514733
49107,15514762
11225,15514794
110426,15514808
133900,15514810
133900,15514858
23354,15514864
4668,15514882
23354,15514907
65387,15514910
47961,15514964
24481,15514966
133900,15514997
53158,15515004
30461,15515010
23354,15515024
88896,15515025
23354,15515033
23354,15515090
501,15515092
11755,15515101
23354,15515107
134861,15515111
56998,15515135
23008,15515142
23354,15515149
95735,15515218
501,15515237
893,15515243
